tradeid,fundid,assetid,tradedate,tradetype,quantity,tradeprice,grossvalue,signed_gross_value
TRD001418,F006,A018,2026-02-23,Buy,290,118.21,34280.9,34280.9
TRD001419,F005,A002,2025-04-22,Buy,211,156.04,32924.44,32924.44
TRD001420,F008,A017,2026-02-27,Buy,473,195.11,92287.03,92287.03
TRD001421,F004,A020,2026-01-29,Sell,292,182.41,53263.72,-53263.72
TRD001422,F007,A010,2025-07-31,Buy,492,107.85,53062.2,53062.2
TRD001423,F003,A015,2025-06-09,Buy,391,139.82,54669.62,54669.62
TRD001424,F004,A018,2025-09-09,Sell,220,100.75,22165.0,-22165.0
TRD001425,F003,A020,2026-06-28,Sell,171,168.72,28851.12,-28851.12
TRD001426,F001,A008,2025-03-29,Buy,59,245.94,14510.46,14510.46
TRD001427,F001,A003,2026-01-01,Buy,446,356.8,159132.8,159132.8
TRD001428,F003,A013,2026-01-07,Buy,167,329.76,55069.92,55069.92
TRD001429,F006,A020,2026-05-02,Buy,473,179.39,84851.47,84851.47
TRD001430,F003,A015,2026-07-30,Buy,165,116.77,19267.05,19267.05
TRD001431,F003,A009,2026-02-24,Buy,222,85.95,19080.9,19080.9
TRD001432,F008,A019,2025-09-13,Sell,153,350.65,53649.45,-53649.45
TRD001433,F003,A020,2025-05-19,Sell,59,175.84,10374.56,-10374.56
TRD001434,F008,A017,2025-01-21,Buy,254,159.85,40601.9,40601.9
TRD001435,F006,A018,2026-04-04,Sell,309,108.92,33656.28,-33656.28
TRD001436,F008,A019,2025-12-14,Sell,300,316.2,94860.0,-94860.0
TRD001437,F006,A001,2025-11-04,Buy,100,250.24,25024.0,25024.0
TRD001438,F003,A005,2025-07-21,Sell,488,138.11,67397.68,-67397.68
TRD001439,F006,A016,2025-03-27,Buy,374,206.83,77354.42,77354.42
TRD001440,F008,A016,2026-03-04,Sell,328,212.43,69677.04,-69677.04
TRD001441,F006,A016,2026-06-17,Sell,108,190.9,20617.2,-20617.2
TRD001442,F001,A004,2025-02-23,Buy,173,200.06,34610.38,34610.38
TRD001443,F005,A003,2025-12-12,Buy,239,467.41,111710.99,111710.99
TRD001444,F008,A019,2025-02-02,Buy,51,315.11,16070.61,16070.61
TRD001445,F001,A008,2026-01-25,Buy,303,193.79,58718.37,58718.37
TRD001446,F008,A017,2025-10-04,Buy,208,152.7,31761.6,31761.6
TRD001447,F006,A016,2026-03-11,Buy,421,190.85,80347.85,80347.85
TRD001448,F006,A013,2025-09-25,Buy,492,285.38,140406.96,140406.96
TRD001449,F008,A017,2026-04-06,Sell,146,155.21,22660.66,-22660.66
TRD001450,F002,A018,2026-06-06,Sell,477,100.82,48091.14,-48091.14
TRD001451,F001,A002,2025-09-06,Buy,422,188.61,79593.42,79593.42
TRD001452,F006,A001,2025-08-31,Sell,88,287.08,25263.04,-25263.04
TRD001453,F002,A017,2025-12-16,Sell,380,151.5,57570.0,-57570.0
TRD001454,F002,A017,2026-04-17,Buy,308,184.1,56702.8,56702.8
TRD001455,F006,A001,2025-05-23,Buy,323,249.15,80475.45,80475.45
TRD001456,F002,A017,2025-04-04,Buy,56,189.0,10584.0,10584.0
TRD001457,F004,A018,2026-02-01,Buy,35,113.56,3974.6,3974.6
TRD001458,F004,A020,2026-05-23,Buy,428,148.48,63549.44,63549.44
TRD001459,F003,A020,2025-03-04,Buy,157,174.66,27421.62,27421.62
TRD001460,F001,A001,2025-09-27,Buy,100,321.0,32100.0,32100.0
TRD001461,F004,A018,2025-07-12,Buy,369,114.99,42431.31,42431.31
TRD001462,F006,A013,2025-10-31,Buy,93,289.73,26944.89,26944.89
TRD001463,F005,A002,2025-12-20,Sell,228,161.8,36890.4,-36890.4
TRD001464,F001,A008,2025-09-15,Buy,465,258.25,120086.25,120086.25
TRD001465,F003,A005,2025-12-19,Sell,41,110.36,4524.76,-4524.76
TRD001466,F001,A007,2025-03-23,Buy,396,194.59,77057.64,77057.64
TRD001467,F008,A016,2025-11-23,Buy,391,200.08,78231.28,78231.28
TRD001468,F006,A020,2026-08-06,Buy,357,185.81,66334.17,66334.17
TRD001469,F006,A018,2026-05-07,Buy,193,114.37,22073.41,22073.41
TRD001470,F005,A005,2025-07-14,Buy,170,128.77,21890.9,21890.9
TRD001471,F003,A001,2026-04-22,Sell,363,268.62,97509.06,-97509.06
TRD001472,F006,A018,2026-04-21,Buy,247,118.41,29247.27,29247.27
TRD001473,F003,A018,2025-05-23,Sell,224,121.0,27104.0,-27104.0
TRD001474,F007,A010,2026-03-21,Sell,214,105.31,22536.34,-22536.34
TRD001475,F003,A009,2025-08-11,Buy,313,110.05,34445.65,34445.65
TRD001476,F007,A012,2025-07-22,Buy,86,52.24,4492.64,4492.64
TRD001477,F007,A010,2026-07-17,Buy,165,120.59,19897.35,19897.35
TRD001478,F004,A020,2026-03-20,Buy,320,174.27,55766.4,55766.4
TRD001479,F003,A020,2025-04-19,Buy,350,141.74,49609.0,49609.0
TRD001480,F006,A018,2025-08-29,Buy,321,99.88,32061.48,32061.48
TRD001481,F008,A016,2025-11-12,Buy,223,189.59,42278.57,42278.57
TRD001482,F006,A016,2025-05-05,Buy,360,196.89,70880.4,70880.4
TRD001483,F005,A003,2025-05-12,Buy,381,391.39,149119.59,149119.59
TRD001484,F008,A016,2026-03-04,Buy,19,187.11,3555.09,3555.09
TRD001485,F006,A013,2025-11-17,Buy,475,332.56,157966.0,157966.0
TRD001486,F008,A017,2025-12-06,Buy,294,168.92,49662.48,49662.48
TRD001487,F003,A016,2025-08-23,Sell,410,197.7,81057.0,-81057.0
TRD001488,F004,A018,2025-01-20,Buy,260,108.64,28246.4,28246.4
TRD001489,F002,A019,2025-11-26,Buy,394,296.74,116915.56,116915.56
TRD001490,F008,A017,2025-09-30,Buy,318,198.7,63186.6,63186.6
TRD001491,F007,A010,2025-05-27,Buy,415,118.62,49227.3,49227.3
TRD001492,F001,A004,2025-01-04,Buy,136,163.55,22242.8,22242.8
TRD001493,F008,A019,2025-11-24,Buy,84,359.97,30237.48,30237.48
TRD001494,F006,A020,2025-07-12,Sell,462,165.09,76271.58,-76271.58
TRD001495,F002,A019,2025-07-19,Buy,385,288.01,110883.85,110883.85
TRD001496,F005,A002,2025-01-12,Buy,414,168.36,69701.04,69701.04
TRD001497,F004,A018,2026-03-08,Buy,161,91.44,14721.84,14721.84
TRD001498,F008,A016,2026-07-23,Buy,238,197.31,46959.78,46959.78
TRD001499,F008,A017,2026-04-12,Buy,65,200.64,13041.6,13041.6
TRD001500,F008,A017,2025-11-27,Sell,93,181.99,16925.07,-16925.07
